project,bucket_end,history_rps,rolling_mean_5,rolling_std_5,hour_of_day,day_of_week,target_next_rps
de.wikipedia.org,2024-03-06 04:00:00,"[2099585, 2384806, 2461516, 2176514, 1497779, 944859, 693952, 560105, 473161, 466276]",627670.6,178599.1314565667,4,2,542374
de.wikipedia.org,2024-03-06 05:00:00,"[2384806, 2461516, 2176514, 1497779, 944859, 693952, 560105, 473161, 466276, 542374]",547173.6,82166.22495551319,5,2,776313
de.wikipedia.org,2024-03-06 06:00:00,"[2461516, 2176514, 1497779, 944859, 693952, 560105, 473161, 466276, 542374, 776313]",563645.8,112570.63709404864,6,2,1117325
de.wikipedia.org,2024-03-06 07:00:00,"[2176514, 1497779, 944859, 693952, 560105, 473161, 466276, 542374, 776313, 1117325]",675089.8,248116.92213422284,7,2,1501418
de.wikipedia.org,2024-03-06 08:00:00,"[1497779, 944859, 693952, 560105, 473161, 466276, 542374, 776313, 1117325, 1501418]",880741.2,384289.1092609313,8,2,1678839
de.wikipedia.org,2024-03-06 09:00:00,"[944859, 693952, 560105, 473161, 466276, 542374, 776313, 1117325, 1501418, 1678839]",1123253.8,426499.11794581707,9,2,1773057
de.wikipedia.org,2024-03-06 10:00:00,"[693952, 560105, 473161, 466276, 542374, 776313, 1117325, 1501418, 1678839, 1773057]",1369390.4,371864.0115491683,10,2,1809505
de.wikipedia.org,2024-03-06 11:00:00,"[560105, 473161, 466276, 542374, 776313, 1117325, 1501418, 1678839, 1773057, 1809505]",1576028.8,252933.64046595304,11,2,1879582
de.wikipedia.org,2024-03-06 12:00:00,"[473161, 466276, 542374, 776313, 1117325, 1501418, 1678839, 1773057, 1809505, 1879582]",1728480.2,130694.57118243283,12,2,1857317
de.wikipedia.org,2024-03-06 13:00:00,"[466276, 542374, 776313, 1117325, 1501418, 1678839, 1773057, 1809505, 1879582, 1857317]",1799660.0,70872.0162095026,13,2,1943872
de.wikipedia.org,2024-03-06 14:00:00,"[542374, 776313, 1117325, 1501418, 1678839, 1773057, 1809505, 1879582, 1857317, 1943872]",1852666.6,58762.40650824301,14,2,1865954
de.wikipedia.org,2024-03-06 15:00:00,"[776313, 1117325, 1501418, 1678839, 1773057, 1809505, 1879582, 1857317, 1943872, 1865954]",1871246.0,43308.19358504808,15,2,1908726
de.wikipedia.org,2024-03-06 16:00:00,"[1117325, 1501418, 1678839, 1773057, 1809505, 1879582, 1857317, 1943872, 1865954, 1908726]",1891090.2,31628.582354572896,16,2,1831983
de.wikipedia.org,2024-03-06 17:00:00,"[1501418, 1678839, 1773057, 1809505, 1879582, 1857317, 1943872, 1865954, 1908726, 1831983]",1881570.4,39774.17647972111,17,2,1863526
de.wikipedia.org,2024-03-06 18:00:00,"[1678839, 1773057, 1809505, 1879582, 1857317, 1943872, 1865954, 1908726, 1831983, 1863526]",1882812.2,39088.5870729552,18,2,2044974
de.wikipedia.org,2024-03-06 19:00:00,"[1773057, 1809505, 1879582, 1857317, 1943872, 1865954, 1908726, 1831983, 1863526, 2044974]",1903032.6,75051.20321380597,19,2,2363705
de.wikipedia.org,2024-03-06 20:00:00,"[1809505, 1879582, 1857317, 1943872, 1865954, 1908726, 1831983, 1863526, 2044974, 2363705]",2002582.8,194656.8475357597,20,2,2468065
de.wikipedia.org,2024-03-06 21:00:00,"[1879582, 1857317, 1943872, 1865954, 1908726, 1831983, 1863526, 2044974, 2363705, 2468065]",2114450.6,258746.5932874093,21,2,2150964
de.wikipedia.org,2024-03-06 22:00:00,"[1857317, 1943872, 1865954, 1908726, 1831983, 1863526, 2044974, 2363705, 2468065, 2150964]",2178246.8,217230.06483762784,22,2,1490639
de.wikipedia.org,2024-03-06 23:00:00,"[1943872, 1865954, 1908726, 1831983, 1863526, 2044974, 2363705, 2468065, 2150964, 1490639]",2103669.4,341142.4532541208,23,2,951356
de.wikipedia.org,2024-03-07 00:00:00,"[1865954, 1908726, 1831983, 1863526, 2044974, 2363705, 2468065, 2150964, 1490639, 951356]",1884945.8,577420.4400460379,0,3,671417
de.wikipedia.org,2024-03-07 01:00:00,"[1908726, 1831983, 1863526, 2044974, 2363705, 2468065, 2150964, 1490639, 951356, 671417]",1546488.2,683775.6744387446,1,3,508698
de.wikipedia.org,2024-03-07 02:00:00,"[1831983, 1863526, 2044974, 2363705, 2468065, 2150964, 1490639, 951356, 671417, 508698]",1154614.8,599604.3291289348,2,3,461501
de.wikipedia.org,2024-03-07 03:00:00,"[1863526, 2044974, 2363705, 2468065, 2150964, 1490639, 951356, 671417, 508698, 461501]",816722.2,378011.83137219393,3,3,427500
de.wikipedia.org,2024-03-07 04:00:00,"[2044974, 2363705, 2468065, 2150964, 1490639, 951356, 671417, 508698, 461501, 427500]",604094.4,192739.14198895876,4,3,511936
de.wikipedia.org,2024-03-07 05:00:00,"[2363705, 2468065, 2150964, 1490639, 951356, 671417, 508698, 461501, 427500, 511936]",516210.4,83697.60910468113,5,3,686942
de.wikipedia.org,2024-03-07 06:00:00,"[2468065, 2150964, 1490639, 951356, 671417, 508698, 461501, 427500, 511936, 686942]",519315.4,89485.6796132208,6,3,1120180
de.wikipedia.org,2024-03-07 07:00:00,"[2150964, 1490639, 951356, 671417, 508698, 461501, 427500, 511936, 686942, 1120180]",641611.8,255414.1442304243,7,3,1509580
de.wikipedia.org,2024-03-07 08:00:00,"[1490639, 951356, 671417, 508698, 461501, 427500, 511936, 686942, 1120180, 1509580]",851227.6,406796.4855431276,8,3,1680939
de.wikipedia.org,2024-03-07 09:00:00,"[951356, 671417, 508698, 461501, 427500, 511936, 686942, 1120180, 1509580, 1680939]",1101915.4,452121.8787440395,9,3,1738811
de.wikipedia.org,2024-03-07 10:00:00,"[671417, 508698, 461501, 427500, 511936, 686942, 1120180, 1509580, 1680939, 1738811]",1347290.4,394610.3967067264,10,3,1798611
de.wikipedia.org,2024-03-07 11:00:00,"[508698, 461501, 427500, 511936, 686942, 1120180, 1509580, 1680939, 1738811, 1798611]",1569624.2,244563.08283745524,11,3,1847039
de.wikipedia.org,2024-03-07 12:00:00,"[461501, 427500, 511936, 686942, 1120180, 1509580, 1680939, 1738811, 1798611, 1847039]",1714996.0,116918.42335919519,12,3,1864997
de.wikipedia.org,2024-03-07 13:00:00,"[427500, 511936, 686942, 1120180, 1509580, 1680939, 1738811, 1798611, 1847039, 1864997]",1786079.4,68395.77000253744,13,3,1850780
de.wikipedia.org,2024-03-07 14:00:00,"[511936, 686942, 1120180, 1509580, 1680939, 1738811, 1798611, 1847039, 1864997, 1850780]",1820047.6,46373.21995117441,14,3,1814651
de.wikipedia.org,2024-03-07 15:00:00,"[686942, 1120180, 1509580, 1680939, 1738811, 1798611, 1847039, 1864997, 1850780, 1814651]",1835215.6,24624.275157656924,15,3,1807517
de.wikipedia.org,2024-03-07 16:00:00,"[1120180, 1509580, 1680939, 1738811, 1798611, 1847039, 1864997, 1850780, 1814651, 1807517]",1836996.8,22105.32500914655,16,3,1730839
de.wikipedia.org,2024-03-07 17:00:00,"[1509580, 1680939, 1738811, 1798611, 1847039, 1864997, 1850780, 1814651, 1807517, 1730839]",1813756.8,46714.81925213882,17,3,1834935
de.wikipedia.org,2024-03-07 18:00:00,"[1680939, 1738811, 1798611, 1847039, 1864997, 1850780, 1814651, 1807517, 1730839, 1834935]",1807744.4,41360.81473859044,18,3,1990312
de.wikipedia.org,2024-03-07 19:00:00,"[1738811, 1798611, 1847039, 1864997, 1850780, 1814651, 1807517, 1730839, 1834935, 1990312]",1835650.8,85016.01599322331,19,3,2341216
de.wikipedia.org,2024-03-07 20:00:00,"[1798611, 1847039, 1864997, 1850780, 1814651, 1807517, 1730839, 1834935, 1990312, 2341216]",1940963.8,217181.79246097035,20,3,2285338
de.wikipedia.org,2024-03-07 21:00:00,"[1847039, 1864997, 1850780, 1814651, 1807517, 1730839, 1834935, 1990312, 2341216, 2285338]",2036528.0,241231.26433777195,21,3,2079231
de.wikipedia.org,2024-03-07 22:00:00,"[1864997, 1850780, 1814651, 1807517, 1730839, 1834935, 1990312, 2341216, 2285338, 2079231]",2106206.4,187117.60944667927,22,3,1509290
de.wikipedia.org,2024-03-07 23:00:00,"[1850780, 1814651, 1807517, 1730839, 1834935, 1990312, 2341216, 2285338, 2079231, 1509290]",2041077.4,295491.8211224128,23,3,950455
de.wikipedia.org,2024-03-08 00:00:00,"[1814651, 1807517, 1730839, 1834935, 1990312, 2341216, 2285338, 2079231, 1509290, 950455]",1833106.0,530508.5596304738,0,4,671258
de.wikipedia.org,2024-03-08 01:00:00,"[1807517, 1730839, 1834935, 1990312, 2341216, 2285338, 2079231, 1509290, 950455, 671258]",1499114.4,623082.613761161,1,4,501851
de.wikipedia.org,2024-03-08 02:00:00,"[1730839, 1834935, 1990312, 2341216, 2285338, 2079231, 1509290, 950455, 671258, 501851]",1142417.0,579893.3146374426,2,4,450872
de.wikipedia.org,2024-03-08 03:00:00,"[1834935, 1990312, 2341216, 2285338, 2079231, 1509290, 950455, 671258, 501851, 450872]",816745.2,387733.0761384177,3,4,489640
de.wikipedia.org,2024-03-08 04:00:00,"[1990312, 2341216, 2285338, 2079231, 1509290, 950455, 671258, 501851, 450872, 489640]",612815.2,185001.06973679908,4,4,604327
de.wikipedia.org,2024-03-08 05:00:00,"[2341216, 2285338, 2079231, 1509290, 950455, 671258, 501851, 450872, 489640, 604327]",543589.6,81532.17222323958,5,4,819087
de.wikipedia.org,2024-03-08 06:00:00,"[2285338, 2079231, 1509290, 950455, 671258, 501851, 450872, 489640, 604327, 819087]",573155.4,133016.08168729072,6,4,1177728
de.wikipedia.org,2024-03-08 07:00:00,"[2079231, 1509290, 950455, 671258, 501851, 450872, 489640, 604327, 819087, 1177728]",708330.8,267405.3691767613,7,4,1584440
de.wikipedia.org,2024-03-08 08:00:00,"[1509290, 950455, 671258, 501851, 450872, 489640, 604327, 819087, 1177728, 1584440]",935044.4,400453.5358378547,8,4,1703499
de.wikipedia.org,2024-03-08 09:00:00,"[950455, 671258, 501851, 450872, 489640, 604327, 819087, 1177728, 1584440, 1703499]",1177816.2,424090.04472418356,9,4,1835130
de.wikipedia.org,2024-03-08 10:00:00,"[671258, 501851, 450872, 489640, 604327, 819087, 1177728, 1584440, 1703499, 1835130]",1423976.8,374020.90699927456,10,4,1820477
de.wikipedia.org,2024-03-08 11:00:00,"[501851, 450872, 489640, 604327, 819087, 1177728, 1584440, 1703499, 1835130, 1820477]",1624254.8,240924.2812166511,11,4,1818860
de.wikipedia.org,2024-03-08 12:00:00,"[450872, 489640, 604327, 819087, 1177728, 1584440, 1703499, 1835130, 1820477, 1818860]",1752481.2,96433.91401659482,12,4,1763003
de.wikipedia.org,2024-03-08 13:00:00,"[489640, 604327, 819087, 1177728, 1584440, 1703499, 1835130, 1820477, 1818860, 1763003]",1788193.8,48976.347856490895,13,4,1720124
de.wikipedia.org,2024-03-08 14:00:00,"[604327, 819087, 1177728, 1584440, 1703499, 1835130, 1820477, 1818860, 1763003, 1720124]",1791518.8,43355.331037370706,14,4,1673294
de.wikipedia.org,2024-03-08 15:00:00,"[819087, 1177728, 1584440, 1703499, 1835130, 1820477, 1818860, 1763003, 1720124, 1673294]",1759151.6,56983.17652991978,15,4,1685436
de.wikipedia.org,2024-03-08 16:00:00,"[1177728, 1584440, 1703499, 1835130, 1820477, 1818860, 1763003, 1720124, 1673294, 1685436]",1732143.4,53406.70875311452,16,4,1668518
de.wikipedia.org,2024-03-08 17:00:00,"[1584440, 1703499, 1835130, 1820477, 1818860, 1763003, 1720124, 1673294, 1685436, 1668518]",1702075.0,35409.778638110685,17,4,1686361
de.wikipedia.org,2024-03-08 18:00:00,"[1703499, 1835130, 1820477, 1818860, 1763003, 1720124, 1673294, 1685436, 1668518, 1686361]",1686746.6,18050.880838341378,18,4,1913297
de.wikipedia.org,2024-03-08 19:00:00,"[1835130, 1820477, 1818860, 1763003, 1720124, 1673294, 1685436, 1668518, 1686361, 1913297]",1725381.2,94209.38681341684,19,4,2211423
de.wikipedia.org,2024-03-08 20:00:00,"[1820477, 1818860, 1763003, 1720124, 1673294, 1685436, 1668518, 1686361, 1913297, 2211423]",1833007.0,209754.1578295887,20,4,2451181
de.wikipedia.org,2024-03-08 21:00:00,"[1818860, 1763003, 1720124, 1673294, 1685436, 1668518, 1686361, 1913297, 2211423, 2451181]",1986156.0,304326.4191173681,21,4,2319670
de.wikipedia.org,2024-03-08 22:00:00,"[1763003, 1720124, 1673294, 1685436, 1668518, 1686361, 1913297, 2211423, 2451181, 2319670]",2116386.4,278786.92601885047,22,4,1850304
de.wikipedia.org,2024-03-08 23:00:00,"[1720124, 1673294, 1685436, 1668518, 1686361, 1913297, 2211423, 2451181, 2319670, 1850304]",2149175.0,231997.1069173062,23,4,1221093
de.wikipedia.org,2024-03-09 00:00:00,"[1673294, 1685436, 1668518, 1686361, 1913297, 2211423, 2451181, 2319670, 1850304, 1221093]",2010734.2,442488.82028968824,0,5,757333
de.wikipedia.org,2024-03-09 01:00:00,"[1685436, 1668518, 1686361, 1913297, 2211423, 2451181, 2319670, 1850304, 1221093, 757333]",1719916.2,646040.990727802,1,5,586919
de.wikipedia.org,2024-03-09 02:00:00,"[1668518, 1686361, 1913297, 2211423, 2451181, 2319670, 1850304, 1221093, 757333, 586919]",1347063.8,654321.7396759487,2,5,521132
de.wikipedia.org,2024-03-09 03:00:00,"[1686361, 1913297, 2211423, 2451181, 2319670, 1850304, 1221093, 757333, 586919, 521132]",987356.2,495971.2543175864,3,5,524491
de.wikipedia.org,2024-03-09 04:00:00,"[1913297, 2211423, 2451181, 2319670, 1850304, 1221093, 757333, 586919, 521132, 524491]",722193.6,263797.9117427581,4,5,485069
de.wikipedia.org,2024-03-09 05:00:00,"[2211423, 2451181, 2319670, 1850304, 1221093, 757333, 586919, 521132, 524491, 485069]",574988.8,96879.19290415253,5,5,631138
de.wikipedia.org,2024-03-09 06:00:00,"[2451181, 2319670, 1850304, 1221093, 757333, 586919, 521132, 524491, 485069, 631138]",549749.8,52242.090063089934,6,5,925018
de.wikipedia.org,2024-03-09 07:00:00,"[2319670, 1850304, 1221093, 757333, 586919, 521132, 524491, 485069, 631138, 925018]",617369.6,161386.9050531672,7,5,1266860
de.wikipedia.org,2024-03-09 08:00:00,"[1850304, 1221093, 757333, 586919, 521132, 524491, 485069, 631138, 925018, 1266860]",766515.2,293796.7731799653,8,5,1432350
de.wikipedia.org,2024-03-09 09:00:00,"[1221093, 757333, 586919, 521132, 524491, 485069, 631138, 925018, 1266860, 1432350]",948087.0,360971.29924247443,9,5,1533837
de.wikipedia.org,2024-03-09 10:00:00,"[757333, 586919, 521132, 524491, 485069, 631138, 925018, 1266860, 1432350, 1533837]",1157840.6,334734.49926626927,10,5,1579694
de.wikipedia.org,2024-03-09 11:00:00,"[586919, 521132, 524491, 485069, 631138, 925018, 1266860, 1432350, 1533837, 1579694]",1347551.8,236993.20252395424,11,5,1578091
de.wikipedia.org,2024-03-09 12:00:00,"[521132, 524491, 485069, 631138, 925018, 1266860, 1432350, 1533837, 1579694, 1578091]",1478166.4,118441.15175157662,12,5,1562386
de.wikipedia.org,2024-03-09 13:00:00,"[524491, 485069, 631138, 925018, 1266860, 1432350, 1533837, 1579694, 1578091, 1562386]",1537271.6,54985.37105303555,13,5,1573636
de.wikipedia.org,2024-03-09 14:00:00,"[485069, 631138, 925018, 1266860, 1432350, 1533837, 1579694, 1578091, 1562386, 1573636]",1565528.8,16961.343288784647,14,5,1591642
de.wikipedia.org,2024-03-09 15:00:00,"[631138, 925018, 1266860, 1432350, 1533837, 1579694, 1578091, 1562386, 1573636, 1591642]",1577089.8,9462.35967187889,15,5,1693571
de.wikipedia.org,2024-03-09 16:00:00,"[925018, 1266860, 1432350, 1533837, 1579694, 1578091, 1562386, 1573636, 1591642, 1693571]",1599865.2,47781.11577349361,16,5,1784726
de.wikipedia.org,2024-03-09 17:00:00,"[1266860, 1432350, 1533837, 1579694, 1578091, 1562386, 1573636, 1591642, 1693571, 1784726]",1641192.2,85527.7382710428,17,5,1788814
de.wikipedia.org,2024-03-09 18:00:00,"[1432350, 1533837, 1579694, 1578091, 1562386, 1573636, 1591642, 1693571, 1784726, 1788814]",1686477.8,91545.4214134164,18,5,2052695
de.wikipedia.org,2024-03-09 19:00:00,"[1533837, 1579694, 1578091, 1562386, 1573636, 1591642, 1693571, 1784726, 1788814, 2052695]",1782289.6,153222.11430547485,19,5,2564481
de.wikipedia.org,2024-03-09 20:00:00,"[1579694, 1578091, 1562386, 1573636, 1591642, 1693571, 1784726, 1788814, 2052695, 2564481]",1976857.4,317357.4692441317,20,5,2754487
de.wikipedia.org,2024-03-09 21:00:00,"[1578091, 1562386, 1573636, 1591642, 1693571, 1784726, 1788814, 2052695, 2564481, 2754487]",2189040.6,400731.05070238817,21,5,2600568
de.wikipedia.org,2024-03-09 22:00:00,"[1562386, 1573636, 1591642, 1693571, 1784726, 1788814, 2052695, 2564481, 2754487, 2600568]",2352209.0,367611.6827224075,22,5,1963871
de.wikipedia.org,2024-03-09 23:00:00,"[1573636, 1591642, 1693571, 1784726, 1788814, 2052695, 2564481, 2754487, 2600568, 1963871]",2387220.4,317160.9156056906,23,5,1311136
de.wikipedia.org,2024-03-10 00:00:00,"[1591642, 1693571, 1784726, 1788814, 2052695, 2564481, 2754487, 2600568, 1963871, 1311136]",2238908.6,536474.3562410416,0,6,892966
de.wikipedia.org,2024-03-10 01:00:00,"[1693571, 1784726, 1788814, 2052695, 2564481, 2754487, 2600568, 1963871, 1311136, 892966]",1904605.6,719137.7184280073,1,6,618379
de.wikipedia.org,2024-03-10 02:00:00,"[1784726, 1788814, 2052695, 2564481, 2754487, 2600568, 1963871, 1311136, 892966, 618379]",1477384.0,721842.6816527268,2,6,515642
de.wikipedia.org,2024-03-10 03:00:00,"[1788814, 2052695, 2564481, 2754487, 2600568, 1963871, 1311136, 892966, 618379, 515642]",1060398.8,529019.1635263887,3,6,437312
de.wikipedia.org,2024-03-10 04:00:00,"[2052695, 2564481, 2754487, 2600568, 1963871, 1311136, 892966, 618379, 515642, 437312]",755087.0,317869.48420884943,4,6,446303
de.wikipedia.org,2024-03-10 05:00:00,"[2564481, 2754487, 2600568, 1963871, 1311136, 892966, 618379, 515642, 437312, 446303]",582120.4,168389.36405438438,5,6,617303
de.wikipedia.org,2024-03-10 06:00:00,"[2754487, 2600568, 1963871, 1311136, 892966, 618379, 515642, 437312, 446303, 617303]",526987.8,78980.63056572796,6,6,883140
de.wikipedia.org,2024-03-10 07:00:00,"[2600568, 1963871, 1311136, 892966, 618379, 515642, 437312, 446303, 617303, 883140]",579940.0,164719.1917937919,7,6,1315490
de.wikipedia.org,2024-03-10 08:00:00,"[1963871, 1311136, 892966, 618379, 515642, 437312, 446303, 617303, 883140, 1315490]",739909.6,330033.4121876753,8,6,1706512
de.wikipedia.org,2024-03-10 09:00:00,"[1311136, 892966, 618379, 515642, 437312, 446303, 617303, 883140, 1315490, 1706512]",993749.6,461560.7067247384,9,6,1880430
de.wikipedia.org,2024-03-10 10:00:00,"[892966, 618379, 515642, 437312, 446303, 617303, 883140, 1315490, 1706512, 1880430]",1280575.0,477567.1118131985,10,6,1986635
de.wikipedia.org,2024-03-10 11:00:00,"[618379, 515642, 437312, 446303, 617303, 883140, 1315490, 1706512, 1880430, 1986635]",1554441.4,405938.0947383973,11,6,1969476
de.wikipedia.org,2024-03-10 12:00:00,"[515642, 437312, 446303, 617303, 883140, 1315490, 1706512, 1880430, 1986635, 1969476]",1771708.6,248801.78953343563,12,6,2036600
de.wikipedia.org,2024-03-10 13:00:00,"[437312, 446303, 617303, 883140, 1315490, 1706512, 1880430, 1986635, 1969476, 2036600]",1915930.6,116227.1644351698,13,6,2083070
de.wikipedia.org,2024-03-10 14:00:00,"[446303, 617303, 883140, 1315490, 1706512, 1880430, 1986635, 1969476, 2036600, 2083070]",1991242.2,68211.4540188083,14,6,2122922
de.wikipedia.org,2024-03-10 15:00:00,"[617303, 883140, 1315490, 1706512, 1880430, 1986635, 1969476, 2036600, 2083070, 2122922]",2039740.6,57556.51890654959,15,6,2193597
de.wikipedia.org,2024-03-10 16:00:00,"[883140, 1315490, 1706512, 1880430, 1986635, 1969476, 2036600, 2083070, 2122922, 2193597]",2081133.0,75958.80136495046,16,6,2208701
de.wikipedia.org,2024-03-10 17:00:00,"[1315490, 1706512, 1880430, 1986635, 1969476, 2036600, 2083070, 2122922, 2193597, 2208701]",2128978.0,65129.54225848666,17,6,2233079
de.wikipedia.org,2024-03-10 18:00:00,"[1706512, 1880430, 1986635, 1969476, 2036600, 2083070, 2122922, 2193597, 2208701, 2233079]",2168273.8,56199.30640639616,18,6,2430937
de.wikipedia.org,2024-03-10 19:00:00,"[1880430, 1986635, 1969476, 2036600, 2083070, 2122922, 2193597, 2208701, 2233079, 2430937]",2237847.2,103268.37789449391,19,6,2843781
de.wikipedia.org,2024-03-10 20:00:00,"[1986635, 1969476, 2036600, 2083070, 2122922, 2193597, 2208701, 2233079, 2430937, 2843781]",2382019.0,246309.649902719,20,6,2852976
de.wikipedia.org,2024-03-10 21:00:00,"[1969476, 2036600, 2083070, 2122922, 2193597, 2208701, 2233079, 2430937, 2843781, 2852976]",2513894.8,283789.96839662956,21,6,2463958
de.wikipedia.org,2024-03-10 22:00:00,"[2036600, 2083070, 2122922, 2193597, 2208701, 2233079, 2430937, 2843781, 2852976, 2463958]",2564946.2,244541.58420963906,22,6,1656789
de.wikipedia.org,2024-03-10 23:00:00,"[2083070, 2122922, 2193597, 2208701, 2233079, 2430937, 2843781, 2852976, 2463958, 1656789]",2449688.2,435245.806572516,23,6,1135455
de.wikipedia.org,2024-03-11 00:00:00,"[2122922, 2193597, 2208701, 2233079, 2430937, 2843781, 2852976, 2463958, 1656789, 1135455]",2190591.8,683870.9139466014,0,0,804210
de.wikipedia.org,2024-03-11 01:00:00,"[2193597, 2208701, 2233079, 2430937, 2843781, 2852976, 2463958, 1656789, 1135455, 804210]",1782677.6,774832.3078288876,1,0,632461
de.wikipedia.org,2024-03-11 02:00:00,"[2208701, 2233079, 2430937, 2843781, 2852976, 2463958, 1656789, 1135455, 804210, 632461]",1338574.6,662291.1316188977,2,0,580622
de.wikipedia.org,2024-03-11 03:00:00,"[2233079, 2430937, 2843781, 2852976, 2463958, 1656789, 1135455, 804210, 632461, 580622]",961907.4,397934.9605594361,3,0,503706
de.wikipedia.org,2024-03-11 04:00:00,"[2430937, 2843781, 2852976, 2463958, 1656789, 1135455, 804210, 632461, 580622, 503706]",731290.8,224912.94677843692,4,0,615607
de.wikipedia.org,2024-03-11 05:00:00,"[2843781, 2852976, 2463958, 1656789, 1135455, 804210, 632461, 580622, 503706, 615607]",627321.2,98908.86769425683,5,0,912432
de.wikipedia.org,2024-03-11 06:00:00,"[2852976, 2463958, 1656789, 1135455, 804210, 632461, 580622, 503706, 615607, 912432]",648965.6,138975.4949602267,6,0,1279121
de.wikipedia.org,2024-03-11 07:00:00,"[2463958, 1656789, 1135455, 804210, 632461, 580622, 503706, 615607, 912432, 1279121]",778297.6,286272.7846670724,7,0,1588425
de.wikipedia.org,2024-03-11 08:00:00,"[1656789, 1135455, 804210, 632461, 580622, 503706, 615607, 912432, 1279121, 1588425]",979858.2,405920.66225773725,8,0,1850012
de.wikipedia.org,2024-03-11 09:00:00,"[1135455, 804210, 632461, 580622, 503706, 615607, 912432, 1279121, 1588425, 1850012]",1249119.4,445375.4975750687,9,0,1955817
de.wikipedia.org,2024-03-11 10:00:00,"[804210, 632461, 580622, 503706, 615607, 912432, 1279121, 1588425, 1850012, 1955817]",1517161.4,382268.92033572384,10,0,1970378
de.wikipedia.org,2024-03-11 11:00:00,"[632461, 580622, 503706, 615607, 912432, 1279121, 1588425, 1850012, 1955817, 1970378]",1728750.6,263250.9558505724,11,0,2000259
de.wikipedia.org,2024-03-11 12:00:00,"[580622, 503706, 615607, 912432, 1279121, 1588425, 1850012, 1955817, 1970378, 2000259]",1872978.2,151028.05027331843,12,0,1996967
de.wikipedia.org,2024-03-11 13:00:00,"[503706, 615607, 912432, 1279121, 1588425, 1850012, 1955817, 1970378, 2000259, 1996967]",1954686.6,54897.62397262744,13,0,2049925
de.wikipedia.org,2024-03-11 14:00:00,"[615607, 912432, 1279121, 1588425, 1850012, 1955817, 1970378, 2000259, 1996967, 2049925]",1994669.2,32215.78813190824,14,0,2044314
de.wikipedia.org,2024-03-11 15:00:00,"[912432, 1279121, 1588425, 1850012, 1955817, 1970378, 2000259, 1996967, 2049925, 2044314]",2012368.6,30259.061271625727,15,0,1957897
de.wikipedia.org,2024-03-11 16:00:00,"[1279121, 1588425, 1850012, 1955817, 1970378, 2000259, 1996967, 2049925, 2044314, 1957897]",2009872.4,33914.137439127066,16,0,1910687
de.wikipedia.org,2024-03-11 17:00:00,"[1588425, 1850012, 1955817, 1970378, 2000259, 1996967, 2049925, 2044314, 1957897, 1910687]",1991958.0,52709.65958531699,17,0,1971299
de.wikipedia.org,2024-03-11 18:00:00,"[1850012, 1955817, 1970378, 2000259, 1996967, 2049925, 2044314, 1957897, 1910687, 1971299]",1986824.4,53219.312327763124,18,0,2182548
de.wikipedia.org,2024-03-11 19:00:00,"[1955817, 1970378, 2000259, 1996967, 2049925, 2044314, 1957897, 1910687, 1971299, 2182548]",2013349.0,94836.43379419114,19,0,2708662
de.wikipedia.org,2024-03-11 20:00:00,"[1970378, 2000259, 1996967, 2049925, 2044314, 1957897, 1910687, 1971299, 2182548, 2708662]",2146218.6,296377.94438763487,20,0,2714116
de.wikipedia.org,2024-03-11 21:00:00,"[2000259, 1996967, 2049925, 2044314, 1957897, 1910687, 1971299, 2182548, 2708662, 2714116]",2297462.4,349819.50383167603,21,0,2271928
de.wikipedia.org,2024-03-11 22:00:00,"[1996967, 2049925, 2044314, 1957897, 1910687, 1971299, 2182548, 2708662, 2714116, 2271928]",2369710.6,295576.1187332968,22,0,1489465
de.wikipedia.org,2024-03-11 23:00:00,"[2049925, 2044314, 1957897, 1910687, 1971299, 2182548, 2708662, 2714116, 2271928, 1489465]",2273343.8,448663.33088871883,23,0,962613
de.wikipedia.org,2024-03-12 00:00:00,"[2044314, 1957897, 1910687, 1971299, 2182548, 2708662, 2714116, 2271928, 1489465, 962613]",2029356.8,695502.2637413626,0,1,667457
de.wikipedia.org,2024-03-12 01:00:00,"[1957897, 1910687, 1971299, 2182548, 2708662, 2714116, 2271928, 1489465, 962613, 667457]",1621115.8,771832.7454098847,1,1,530178
de.wikipedia.org,2024-03-12 02:00:00,"[1910687, 1971299, 2182548, 2708662, 2714116, 2271928, 1489465, 962613, 667457, 530178]",1184328.2,635642.626502471,2,1,499292
de.wikipedia.org,2024-03-12 03:00:00,"[1971299, 2182548, 2708662, 2714116, 2271928, 1489465, 962613, 667457, 530178, 499292]",829801.0,368282.8629697559,3,1,499671
de.wikipedia.org,2024-03-12 04:00:00,"[2182548, 2708662, 2714116, 2271928, 1489465, 962613, 667457, 530178, 499292, 499671]",631842.2,176664.72613558147,4,1,564312
de.wikipedia.org,2024-03-12 05:00:00,"[2708662, 2714116, 2271928, 1489465, 962613, 667457, 530178, 499292, 499671, 564312]",552182.0,62408.966923031185,5,1,817705
de.wikipedia.org,2024-03-12 06:00:00,"[2714116, 2271928, 1489465, 962613, 667457, 530178, 499292, 499671, 564312, 817705]",582231.6,120144.6139992967,6,1,1167520
de.wikipedia.org,2024-03-12 07:00:00,"[2271928, 1489465, 962613, 667457, 530178, 499292, 499671, 564312, 817705, 1167520]",709700.0,257210.26817528106,7,1,1515674
de.wikipedia.org,2024-03-12 08:00:00,"[1489465, 962613, 667457, 530178, 499292, 499671, 564312, 817705, 1167520, 1515674]",912976.4,381969.0297658175,8,1,1723639
